n_cities,noise_factor,distance_type,triangle_violation_rate,instance_type,avg_edge,std_edge,cv_edge,skew_edge,kurtosis_edge,min_edge,max_edge,avg_nn,std_nn,cv_nn,skew_nn,mst_cost,avg_mst_edge,std_mst_edge,mst_nn_ratio,avg_centroid_dist,std_centroid_dist,cv_centroid_dist,bbox_area,bbox_ratio,source,label,best_algo,optimal,OGA_best_cost,OGA_avg_cost,OGA_std_cost,OGA_avg_time,SA_best_cost,SA_avg_cost,SA_std_cost,SA_avg_time,LK_best_cost,LK_avg_cost,LK_std_cost,LK_avg_time,PSO_best_cost,PSO_avg_cost,PSO_std_cost,PSO_avg_time
10,0.2,1,0.0111111111111111,1,832.6645606499648,373.647121391263,0.4487366690610682,0.2377018338308837,-0.8575022375833781,174.47407182973816,1654.5638455935143,348.5590597759653,136.62060858623465,0.3919582772401523,-0.1896706755640116,3642.5237222790106,404.7248580310012,149.34261796521193,1.1611371062658251,418.8742332715256,137.45871740608763,0.328162265633998,813085.7972519852,0.9711132920858409,generated,uniform_10_0_manhattan_random_cost,PSO,,4472.716562894335,4602.592842539116,183.67279610421028,0.0240829785664876,4472.716562894335,4602.592842539117,183.67279610421076,0.0252002080281575,4472.716562894335,4472.716562894335,0.0,0.0060728391011555,4472.716562894334,4472.716562894334,5.250970108951385e-13,0.8423318862915039
10,0.2,1,0.2083333333333333,2,1629.6430446263926,1149.0793221683264,0.7051110523604027,0.6164372430232762,-1.0447338735735208,132.10902950747231,3549.2253605282804,336.4206882385936,160.16977946504082,0.4760996724180247,0.7014679765695382,3647.495218231122,405.2772464701247,182.38308917485637,1.2046739711283665,397.7926970405248,157.97559376745747,0.3971304524762651,766569.9851226258,0.8818786677014904,generated,uniform_10_0_manhattan_triangle_violation,LK,,4682.118053713749,5652.185064423679,750.9948269510883,0.0234802563985188,4682.118053713749,5116.530281271899,614.3516638734434,0.0200279553731282,4682.118053713748,4682.118053713748,0.0,0.0059223969777425,4682.118053713748,4682.118053713749,7.425993143694779e-13,0.8993386427561442
10,0.0,3,0.0,1,596.1777777777778,277.55242058544457,0.4655531134018564,0.0092041841906749,-1.1159793007076004,88.0,1111.0,234.2,118.7988215429766,0.5072537213619838,-0.1090163336226121,2412.0,268.0,122.64854938671988,1.1443210930828351,418.8742332715256,137.45871740608763,0.328162265633998,813085.7972519852,0.9711132920858409,generated,uniform_10_0_ceil_euclidean_random_cost,OGA,,2945.0,2945.0,0.0,0.0296278794606526,2945.0,2945.0,0.0,0.0237732728322347,2945.0,2945.0,0.0,0.0058170954386393,2945.0,2945.0,0.0,0.8687431812286377
10,0.0,3,0.2083333333333333,2,1629.6430446263926,1149.0793221683264,0.7051110523604027,0.6164372430232762,-1.0447338735735208,132.10902950747231,3549.2253605282804,336.4206882385936,160.16977946504082,0.4760996724180247,0.7014679765695382,3647.495218231122,405.2772464701247,182.38308917485637,1.2046739711283665,397.7926970405248,157.97559376745747,0.3971304524762651,766569.9851226258,0.8818786677014904,generated,uniform_10_0_ceil_euclidean_triangle_violation,LK,,5762.762509325395,5911.157327367265,104.93098213035044,0.0271748701731363,4682.118053713749,5291.970245886464,862.4612412136163,0.016495943069458,4682.118053713748,4682.118053713748,0.0,0.0056442419687906,4682.118053713749,5042.332872250964,509.4206817430928,0.7667121092478434
10,0.1,3,0.0,1,623.8578528024974,277.0638305246899,0.4441137180209599,0.0386125805414808,-1.1273247608246473,128.399832946039,1150.1419196106758,260.03820274475527,112.77581182146324,0.433689398830987,-0.0871047893688591,2657.390790874551,295.26564343050563,118.38157103437004,1.13547025134737,418.8742332715256,137.45871740608763,0.328162265633998,813085.7972519852,0.9711132920858409,generated,uniform_10_0_ceil_euclidean_random_cost,PSO,,3248.7578417466943,3248.7578417466943,0.0,0.0245732466379801,3248.7578417466943,3248.7578417466943,2.6254850544756925e-13,0.0171701113382975,3248.7578417466943,3248.7578417466943,0.0,0.0052353541056315,3248.757841746694,3248.757841746694,3.7129965718473893e-13,0.7128135363260905
10,0.1,3,0.2083333333333333,2,1629.6430446263926,1149.0793221683264,0.7051110523604027,0.6164372430232762,-1.0447338735735208,132.10902950747231,3549.2253605282804,336.4206882385936,160.16977946504082,0.4760996724180247,0.7014679765695382,3647.495218231122,405.2772464701247,182.38308917485637,1.2046739711283665,397.7926970405248,157.97559376745747,0.3971304524762651,766569.9851226258,0.8818786677014904,generated,uniform_10_0_ceil_euclidean_triangle_violation,LK,,4682.118053713749,4682.118053713749,0.0,0.0244538784027099,4682.118053713749,5581.848096150635,673.0379095388696,0.017749547958374,4682.118053713748,4682.118053713748,0.0,0.0061554114023844,4682.118053713749,4682.118053713749,0.0,0.7641840775807699
10,0.2,3,0.0,1,651.5379278272171,277.0343209103234,0.4252006047202685,0.0657913005771994,-1.1338119165846337,150.79966589207802,1189.2838392213516,285.87640548951066,107.38484488008528,0.3756338152363729,-0.0831099298004743,2885.7815817491023,320.64239797212247,112.8298972317112,1.1216119687215231,418.8742332715256,137.45871740608763,0.328162265633998,813085.7972519852,0.9711132920858409,generated,uniform_10_0_ceil_euclidean_random_cost,OGA,,3552.5156834933887,3552.515683493389,4.547473508864641e-13,0.0211516221364339,3552.5156834933887,3552.515683493389,4.547473508864641e-13,0.0171195665995279,3552.515683493389,3552.515683493389,0.0,0.005110740661621,3552.5156834933887,3552.515683493389,4.547473508864641e-13,0.7396531105041504
10,0.2,3,0.2083333333333333,2,1629.6430446263926,1149.0793221683264,0.7051110523604027,0.6164372430232762,-1.0447338735735208,132.10902950747231,3549.2253605282804,336.4206882385936,160.16977946504082,0.4760996724180247,0.7014679765695382,3647.495218231122,405.2772464701247,182.38308917485637,1.2046739711283665,397.7926970405248,157.97559376745747,0.3971304524762651,766569.9851226258,0.8818786677014904,generated,uniform_10_0_ceil_euclidean_triangle_violation,LK,,4682.118053713749,5116.530281271899,614.3516638734434,0.0536379814147949,4682.118053713749,5656.04550517157,700.5978162337587,0.0206227302551269,4682.118053713748,4682.118053713748,0.0,0.0062981446584065,4682.118053713748,4682.118053713749,7.425993143694779e-13,0.8963867823282877
10,0.0,2,0.0,1,529.5423399346853,247.46541562825664,0.4673194133235493,0.0479134385491915,-1.1441208529558486,87.78694118462295,915.025586457583,203.91549139685588,100.7832034122694,0.4942400536707008,0.2802802584395736,2082.516039186052,231.3906710206724,105.17367624970127,1.1347380693620033,418.8742332715256,137.45871740608763,0.328162265633998,813085.7972519852,0.9711132920858409,generated,uniform_10_0_chebyshev_random_cost,OGA,,2669.737108049801,2669.737108049801,0.0,0.0244956016540527,2669.737108049801,2669.737108049801,0.0,0.0192221005757649,2669.737108049801,2669.737108049801,0.0,0.006078561147054,2669.737108049801,2669.737108049801,0.0,0.2789246241251628
10,0.0,2,0.2083333333333333,2,1629.6430446263926,1149.0793221683264,0.7051110523604027,0.6164372430232762,-1.0447338735735208,132.10902950747231,3549.2253605282804,336.4206882385936,160.16977946504082,0.4760996724180247,0.7014679765695382,3647.495218231122,405.2772464701247,182.38308917485637,1.2046739711283665,397.7926970405248,157.97559376745747,0.3971304524762651,766569.9851226258,0.8818786677014904,generated,uniform_10_0_chebyshev_triangle_violation,LK,,5985.3547363882,6318.252041150477,279.2669777266583,0.0213307539621988,4682.118053713749,4990.358431275046,435.9177224181908,0.0174294312795003,4682.118053713748,4682.118053713748,0.0,0.00581955909729,4682.118053713749,5221.63327761342,762.9897467456708,0.6911741892496744
10,0.1,2,0.0083333333333333,1,554.1285829053539,247.4816074876154,0.4466140443253144,0.077029781360511,-1.15611014781446,124.74270516273018,953.4829885615542,226.86573015309577,96.56502389282184,0.4256483508005236,0.390402029128923,2285.3793432663388,253.93103814070432,99.73959193991595,1.1193009978604704,418.8742332715256,137.45871740608763,0.328162265633998,813085.7972519852,0.9711132920858409,generated,uniform_10_0_chebyshev_random_cost,SA,,2939.543605855916,2939.543605855916,4.547473508864641e-13,0.0216124057769775,2939.543605855916,2939.543605855916,2.6254850544756925e-13,0.0164891084035237,2939.543605855916,2939.543605855916,4.547473508864641e-13,0.004988670349121,2939.543605855916,2939.543605855916,3.7129965718473893e-13,0.7085138161977133
10,0.1,2,0.2083333333333333,2,1629.6430446263926,1149.0793221683264,0.7051110523604027,0.6164372430232762,-1.0447338735735208,132.10902950747231,3549.2253605282804,336.4206882385936,160.16977946504082,0.4760996724180247,0.7014679765695382,3647.495218231122,405.2772464701247,182.38308917485637,1.2046739711283665,397.7926970405248,157.97559376745747,0.3971304524762651,766569.9851226258,0.8818786677014904,generated,uniform_10_0_chebyshev_triangle_violation,OGA,,4682.118053713748,4682.118053713749,7.425993143694779e-13,0.0221338272094726,4682.118053713748,5883.839813592327,862.9295053319378,0.0168574651082356,4682.118053713748,4682.118053713748,0.0,0.0054153601328531,4682.118053713748,4682.118053713749,5.250970108951385e-13,0.6898810068766276
10,0.2,2,0.0083333333333333,1,578.7148258760225,247.9033071078585,0.4283686818159495,0.1030885950380573,-1.1618675424089506,144.63888444771675,991.9403906655252,249.7686074629787,92.96161630032232,0.372190954037734,0.4810056806694725,2488.242647346626,276.4714052607362,95.34592999436045,1.106910144028871,418.8742332715256,137.45871740608763,0.328162265633998,813085.7972519852,0.9711132920858409,generated,uniform_10_0_chebyshev_random_cost,SA,,3209.3501036620314,3209.3501036620314,0.0,0.0222148895263671,3209.3501036620305,3209.3501036620314,5.870763055717387e-13,0.0156006813049316,3209.350103662032,3209.3501036620314,4.547473508864641e-13,0.0057751337687174,3209.350103662031,3209.350103662031,0.0,0.7116614977518717
10,0.2,2,0.2083333333333333,2,1629.6430446263926,1149.0793221683264,0.7051110523604027,0.6164372430232762,-1.0447338735735208,132.10902950747231,3549.2253605282804,336.4206882385936,160.16977946504082,0.4760996724180247,0.7014679765695382,3647.495218231122,405.2772464701247,182.38308917485637,1.2046739711283665,397.7926970405248,157.97559376745747,0.3971304524762651,766569.9851226258,0.8818786677014904,generated,uniform_10_0_chebyshev_triangle_violation,LK,,4682.118053713749,5344.324589692656,936.5014642734787,0.0225332578023274,4682.118053713749,5116.530281271899,614.3516638734432,0.0173714955647786,4682.118053713748,4682.118053713748,0.0,0.0057160059611002,4682.11805371375,5350.573249812262,476.9362518908462,0.7000675996144613
10,0.0,0,0.0,1,431.7052643194438,192.9393508227568,0.4469237852054307,0.450875423570991,-0.3792531707533939,27.089011530570936,903.0242000037216,200.18920486026832,105.76751987764462,0.5283377790099628,-0.3391377925554055,2047.340562654294,227.482284739366,91.80260552541306,1.1363364218272818,282.1742366188518,144.89811227283374,0.5135058182811905,510053.3740034191,1.0715067583367068,generated,uniform_10_1_euclidean_random_cost,SA,,2839.1567474510107,2839.1567474510107,0.0,0.0204726854960123,2839.1567474510102,2839.1567474510107,2.6254850544756925e-13,0.0165680249532063,2839.1567474510107,2839.1567474510107,0.0,0.0048786799112955,2839.1567474510102,2839.1567474510102,0.0,0.7060036659240723
10,0.0,0,0.2166666666666666,2,1312.4178908121614,985.528219576768,0.7509256209292416,0.6070701713589468,-1.1535274904741335,31.383229188851068,3019.1153888083863,314.2917020739875,187.5930675242038,0.5968756613244676,-0.4390398781016286,3153.3400821331343,350.3711202370149,170.0972577482284,1.114795961601729,340.43924501435964,130.47866515003557,0.3832656400836866,640182.8205528478,0.7516062974304702,generated,uniform_10_1_euclidean_triangle_violation,PSO,,4489.686486291133,4531.309938252682,30.864411201791395,0.0214887460072835,4563.502964833712,4714.609002485145,213.69620780311607,0.0175838470458984,4478.614457702676,4478.614457702676,0.0,0.0064755280812581,4478.614457702675,4515.553538962779,52.23974969964107,0.696428378423055
10,0.1,0,0.0,1,451.23928674461325,191.82689821495077,0.4251112521670094,0.3984647177505822,-0.3810614904880394,34.652714550793775,911.035469754517,219.4112888909928,111.5774486538112,0.5085310296374256,-0.3818212935483287,2231.57396505128,247.95266278347552,96.66802060070644,1.1300816108266087,282.1742366188518,144.89811227283374,0.5135058182811905,510053.3740034191,1.0715067583367068,generated,uniform_10_1_euclidean_random_cost,OGA,,3057.0727685130228,3057.072768513024,6.431098710768743e-13,0.0211440722147623,3057.0727685130228,3057.072768513024,6.431098710768743e-13,0.0174730618794759,3057.0727685130228,3057.0727685130228,0.0,0.0053879419962565,3057.0727685130228,3057.0727685130228,0.0,0.7065966129302979
10,0.1,0,0.2166666666666666,2,1312.4178908121614,985.528219576768,0.7509256209292416,0.6070701713589468,-1.1535274904741335,31.383229188851068,3019.1153888083863,314.2917020739875,187.5930675242038,0.5968756613244676,-0.4390398781016286,3153.3400821331343,350.3711202370149,170.0972577482284,1.114795961601729,340.43924501435964,130.47866515003557,0.3832656400836866,640182.8205528478,0.7516062974304702,generated,uniform_10_1_euclidean_triangle_violation,PSO,,4540.740363633202,4699.433935018139,224.42660091400003,0.0199431578318278,4540.740363633201,4573.201255533059,22.95331678575329,0.0168015956878662,4478.614457702676,4478.614457702676,0.0,0.0065654913584391,4478.614457702675,4536.262174272954,45.351633669405736,0.7074516614278158
10,0.2,0,0.0,1,470.7733091697826,190.9853988790416,0.4056844242419943,0.3428533555708193,-0.3784535973147345,42.216417571016606,919.0467395053124,238.63337292171724,117.51842298573202,0.492464325282296,-0.4172427217737462,2415.807367448265,268.423040827585,101.67118378489153,1.1248344585718952,282.1742366188518,144.89811227283374,0.5135058182811905,510053.3740034191,1.0715067583367068,generated,uniform_10_1_euclidean_random_cost,OGA,,3274.988789575036,3274.988789575036,2.6254850544756925e-13,0.0196797053019205,3274.988789575036,3274.988789575036,0.0,0.017290989557902,3274.988789575036,3274.988789575036,0.0,0.006001075108846,3274.988789575036,3274.988789575036,0.0,0.7014258702596029
10,0.2,0,0.2166666666666666,2,1312.4178908121614,985.528219576768,0.7509256209292416,0.6070701713589468,-1.1535274904741335,31.383229188851068,3019.1153888083863,314.2917020739875,187.5930675242038,0.5968756613244676,-0.4390398781016286,3153.3400821331343,350.3711202370149,170.0972577482284,1.114795961601729,340.43924501435964,130.47866515003557,0.3832656400836866,640182.8205528478,0.7516062974304702,generated,uniform_10_1_euclidean_triangle_violation,OGA,,4478.614457702675,4833.531673141578,425.9783313803736,0.0209013621012369,4478.614457702676,4678.725299707963,240.41141599847404,0.0179911454518636,4478.614457702676,4478.614457702676,0.0,0.007077137629191,4478.614457702675,4499.323093012851,29.286432913888195,0.7078456878662109
10,0.0,1,0.0222222222222222,1,560.8679096814393,263.48173467603976,0.4697750221182945,0.6516986294494526,-0.0066702587207529,35.82044955990892,1258.2511393596174,255.14938366848355,132.3380498702056,0.5186688988524184,-0.3428976135235904,2619.3277263588784,291.0364140398753,115.12218107772058,1.1406510564729404,282.1742366188518,144.89811227283374,0.5135058182811905,510053.3740034191,1.0715067583367068,generated,uniform_10_1_manhattan_random_cost,OGA,,3530.1914645216016,3572.6114649126407,59.9909398688789,0.0213132699330647,3530.1914645216016,3615.031465303679,59.9909398688789,0.020031452178955,3530.1914645216016,3530.1914645216016,0.0,0.0091474056243896,3530.1914645216016,3530.1914645216016,0.0,0.7575894991556803
10,0.0,1,0.2166666666666666,2,1312.4178908121614,985.528219576768,0.7509256209292416,0.6070701713589468,-1.1535274904741335,31.383229188851068,3019.1153888083863,314.2917020739875,187.5930675242038,0.5968756613244676,-0.4390398781016286,3153.3400821331343,350.3711202370149,170.0972577482284,1.114795961601729,340.43924501435964,130.47866515003557,0.3832656400836866,640182.8205528478,0.7516062974304702,generated,uniform_10_1_manhattan_triangle_violation,PSO,,4489.686486291133,4820.991903387802,432.9380696302911,0.026695171991984,4540.740363633201,4540.740363633202,5.250970108951385e-13,0.0200019677480061,4478.614457702676,4478.614457702676,0.0,0.0070226192474365,4478.614457702675,4520.031728323026,29.286432913888195,0.8446526527404785
10,0.1,1,0.0,1,586.24635009158,262.2230890561447,0.4472916360420526,0.6055316208236284,-0.0233695036519936,45.647149980371,1268.6593147755602,280.1147781073451,140.25445976293645,0.5007035355670824,-0.3793105154325371,2858.604457461712,317.6227174957458,121.88064451604022,1.133902037021506,282.1742366188518,144.89811227283374,0.5135058182811905,510053.3740034191,1.0715067583367068,generated,uniform_10_1_manhattan_random_cost,OGA,,3790.0593647788255,3894.673463954634,147.9466778698713,0.0280978679656982,3790.059364778827,3790.059364778827,0.0,0.0171171029408772,3790.059364778827,3790.059364778827,0.0,0.0057514508565266,3790.0593647788255,3790.0593647788255,3.7129965718473893e-13,0.2241202990214029
10,0.1,1,0.2166666666666666,2,1312.4178908121614,985.528219576768,0.7509256209292416,0.6070701713589468,-1.1535274904741335,31.383229188851068,3019.1153888083863,314.2917020739875,187.5930675242038,0.5968756613244676,-0.4390398781016286,3153.3400821331343,350.3711202370149,170.0972577482284,1.114795961601729,340.43924501435964,130.47866515003557,0.3832656400836866,640182.8205528478,0.7516062974304702,generated,uniform_10_1_manhattan_triangle_violation,PSO,,4540.740363633202,4707.021468751642,219.25842032127127,0.0204161008199055,4540.740363633201,4540.740363633202,7.425993143694779e-13,0.0169870058695475,4478.614457702676,4478.614457702676,0.0,0.006226380666097,4478.614457702675,4520.031728323026,29.286432913888195,0.6918502648671468
10,0.2,1,0.0,1,611.6247905017208,261.30062643564503,0.427223733395924,0.5557305422480335,-0.0392855967319127,55.47385040083307,1279.067490191503,305.08017254620654,148.30646241258566,0.4861229137731774,-0.4094496775574798,3096.090289854579,344.01003220606435,128.7186877966084,1.127605341687558,282.1742366188518,144.89811227283374,0.5135058182811905,510053.3740034191,1.0715067583367068,generated,uniform_10_1_manhattan_random_cost,OGA,,4049.927265036052,4284.307841874432,165.79943724411274,0.0211398601531982,4223.680850976008,4281.02428843483,81.09586696736035,0.0167616208394368,4049.9272650360526,4049.9272650360526,0.0,0.0050053596496582,4049.927265036052,4107.845127016037,81.90822591574825,0.7177370389302572
10,0.2,1,0.2166666666666666,2,1312.4178908121614,985.528219576768,0.7509256209292416,0.6070701713589468,-1.1535274904741335,31.383229188851068,3019.1153888083863,314.2917020739875,187.5930675242038,0.5968756613244676,-0.4390398781016286,3153.3400821331343,350.3711202370149,170.0972577482284,1.114795961601729,340.43924501435964,130.47866515003557,0.3832656400836866,640182.8205528478,0.7516062974304702,generated,uniform_10_1_manhattan_triangle_violation,PSO,,4478.614457702676,4520.031728323026,29.28643291388798,0.0219271977742513,4540.740363633202,4548.327897366705,10.730393110883917,0.0177859465281168,4478.614457702676,4478.614457702676,0.0,0.0068001747131347,4478.614457702675,4482.305133898829,5.219404330926491,0.7122819423675537
10,0.0,3,0.0,1,432.1777777777778,192.9253498565804,0.4464027531646502,0.4523271818153486,-0.3779317030864031,28.0,904.0,200.9,105.7104062994746,0.5261842025857373,-0.3358239785675072,2053.0,228.11111111111111,91.75988526153397,1.1354460483380344,282.1742366188518,144.89811227283374,0.5135058182811905,510053.3740034191,1.0715067583367068,generated,uniform_10_1_ceil_euclidean_random_cost,OGA,,2846.0,2846.0,0.0,0.0217914581298828,2846.0,2994.333333333333,209.7750117520091,0.0191232363382975,2846.0,2846.0,0.0,0.0053204695383707,2846.0,2846.0,0.0,0.6992554664611816
10,0.0,3,0.2166666666666666,2,1312.4178908121614,985.528219576768,0.7509256209292416,0.6070701713589468,-1.1535274904741335,31.383229188851068,3019.1153888083863,314.2917020739875,187.5930675242038,0.5968756613244676,-0.4390398781016286,3153.3400821331343,350.3711202370149,170.0972577482284,1.114795961601729,340.43924501435964,130.47866515003557,0.3832656400836866,640182.8205528478,0.7516062974304702,generated,uniform_10_1_ceil_euclidean_triangle_violation,SA,,4540.740363633202,5135.279361370449,420.4025569798604,0.0214765071868896,4478.614457702675,4817.30122719165,435.7844608861614,0.0170663197835286,4478.614457702676,4478.614457702676,0.0,0.0061502456665039,4478.614457702675,4478.614457702675,5.250970108951385e-13,0.7084370454152426
